
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:30:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:31:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:32:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:33:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:33:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:34:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:34:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:35:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:35:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:36:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:36:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:37:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:37:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:38:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:38:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:39:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:39:00
1分钟		S3		2021-10-27 14:37:00		2021-10-27 14:40:00
1分钟		S3		2021-10-27 14:37:00		2021-10-27 14:40:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:40:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:40:00
1分钟		S3		2021-10-27 14:37:00		2021-10-27 14:41:00
1分钟		S3		2021-10-27 14:37:00		2021-10-27 14:41:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:41:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:41:00
1分钟		B1		2021-10-27 14:37:00		2021-10-27 14:42:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:42:00
1分钟		B1		2021-10-27 14:37:00		2021-10-27 14:43:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:43:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:44:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:44:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:44:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:45:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:45:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:45:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:46:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:46:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:46:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:47:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:47:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:47:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:48:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:48:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:48:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:49:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:49:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:49:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:50:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:50:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:50:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:51:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:51:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:51:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:52:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:52:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:52:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:53:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:53:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:53:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:54:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:54:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:54:00
1分钟		S3		2021-10-27 14:50:00		2021-10-27 14:55:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 14:55:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:55:00
1分钟		S3		2021-10-27 14:42:00		2021-10-27 14:56:00
1分钟		B1		2021-10-27 14:31:00		2021-10-27 14:56:00
1分钟		B1		2021-10-27 11:24:00		2021-10-27 14:56:00
1分钟		S3		2021-10-27 14:55:00		2021-10-27 14:57:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 14:57:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:57:00
1分钟		S3		2021-10-27 14:55:00		2021-10-27 14:58:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 14:58:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:58:00
1分钟		S3		2021-10-27 14:55:00		2021-10-27 14:59:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 14:59:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 14:59:00
1分钟		S3		2021-10-27 14:55:00		2021-10-27 15:00:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 15:00:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 15:00:00
1分钟		S3		2021-10-27 14:55:00		2021-10-27 15:01:00
1分钟		B1		2021-10-27 14:42:00		2021-10-27 15:01:00
1分钟		B1		2021-10-27 13:03:00		2021-10-27 15:01:00
